text,label,phishing_type,severity,confidence
"안녕하세요. 귀하의 계정에서 비정상적인 활동이 감지되었습니다. 액세스 권한을 확인하려면 정보를 확인해 주세요. 귀하의 계정은 복구될 때까지 제한될 수 있습니다.

키워드: 해킹된 복원

컴플라이언스팀,
제이미 응우옌",1,social_engineering,high,0.81
"제목: 강의실 물류

지난 회의의 의사록을 찾아보십시오. 편의를 위해 작업 항목은 마지막에 나열됩니다.

오늘 나중에 슬라이드를 공유하겠습니다.

드림
샘 가르시아",0,legitimate,low,1.0
"주의, 새로운 알림이 있습니다. 업데이트를 보려면 여기를 클릭하십시오. 귀하의 편의를 위해 링크와 첨부 파일이 포함되어 있습니다. 자동 생성된 이 메시지에 답장하지 마세요.

키워드: 여기를 클릭하세요, 리디렉션, 전달, 링크, 기밀, 읽은 후 삭제

컴플라이언스팀,
에이버리 칸",1,generic_phishing,medium,0.67
"제목: 주간 현황 보고서

내일 훈련 세션에 대해 간단히 알려드립니다. 자료는 공유드라이브에 있습니다.

오늘 나중에 슬라이드를 공유하겠습니다.

드림
케이시 리",0,legitimate,low,0.98
"사용자 여러분, 귀하의 계정에서 비정상적인 활동이 감지되었습니다. 액세스를 복원하려면 정보를 확인하세요. 귀하의 계정은 복구될 때까지 잠길 수 있습니다.

키워드: 손상 확인

계정 서비스,
제이미 리",1,social_engineering,high,0.82
"안녕하세요, 우리가 우연히 만났던 아동병원 자선 갈라에 대해 말씀하셨던 기억이 납니다. 나는 지금 발이 묶인 여행자입니다. 호텔에서 숙박 연장을 위해 결제 확인을 요청하고 있습니다. 긴급 대출을 도와주시면 곧 교체 카드를 제공할 수 있습니다. 신탁 구축은 저에게 중요합니다.

키워드: 하지만, 국제이슈, 도난, 개인적인 이야기

지원 데스크,
카메론 응우옌",1,social_engineering_advanced,high,0.93
"제목: 팀 점심 계획

다음주 수요일에 연구실을 예약했어요. 캘린더 초대에는 위치 및 장비 세부정보가 포함됩니다.

타이밍이 맞는지 알려주세요.

드림
테일러 마르티네즈",0,legitimate,low,0.98
"[안내] 수신인 귀하, 귀하의 계정과 관련하여 긴급 공지를 드립니다. 귀하의 액세스 권한이 곧 만료됩니다. 중단을 피하려면 지금 행동하고 지침을 즉시 따르십시오. 이 작업은 시간에 민감한 작업이므로 곧 종료됩니다.

키워드: 빠른, 곧 만료됨, 긴급, 오늘만

올림
조던 응우옌",1,urgency,high,0.95
"사용자 여러분, 축하드립니다! 귀하는 환불 대상으로 선정되었습니다. ₹80,000 상당의 선물을 교환하려면 총계 처리를 위해 은행 고유번호를 알려주세요. 이 제안은 시간 제한이 있습니다.

키워드: $ 선물 대출 투자 암호화폐

올림
알렉스 응우옌",1,financial_scam,medium,0.73
"안녕하세요. 귀하의 계정에서 비정상적인 활동이 감지되었습니다. 액세스 권한을 확인하려면 정보를 확인해 주세요. 귀하의 계정은 복구될 때까지 제한될 수 있습니다.

키워드: 의심스러운 활동이 손상되었습니다.

지원 데스크,
조던 파텔",1,social_engineering,high,0.86
"제목: 컨퍼런스 등록

안녕하세요 팀, 오늘 동기화의 메모를 공유합니다. 다음 단계는 공유 문서에 있습니다. 당신의 생각을 알려주십시오.

이 초안에 대한 귀하의 의견에 감사드립니다.

드림
카메론 리",0,legitimate,low,0.95
"사용자 여러분, 마지막 경고입니다. 응답하지 않으면 귀하의 계정이 제한됩니다. 벌금을 피하려면 즉각적인 조치가 필요합니다. 귀하의 사건이 해결되지 않으면 기소될 것입니다.

키워드: 소환장 형사처벌 보류 기본값

감사합니다,
모건 마르티네즈",1,threats,high,0.81
"안녕하세요. 회의 후에 다시 만나자고 이야기를 나눴습니다. 출장 중에 예상치 못한 상황이 발생했습니다. 호텔에서 지갑을 도난당해 결제 인증에 실패했습니다. 임시 대출을 도와주실 수 있나요? 다음주에 다시 이전하겠습니다.

키워드 : 외롭다, 기억난다, 나를 믿어라, 반송, 지갑 도난, 긴급상황

보안팀,
제이미 파텔",1,romance_dating,medium,0.72
"안녕하세요, 축하합니다! 귀하는 환불 대상으로 선정되었습니다. 3 BTC 선물을 교환하려면 합계를 처리할 계좌 번호를 제공해 주세요. 이 거래는 시간이 제한되어 있습니다.

키워드: 거래 제안 철회 보너스 SSN

컴플라이언스팀,
제이미 웡",1,financial_scam,high,0.76
"제목: 탑승을 환영합니다

워크숍에 참석해 주셔서 감사합니다. 다음은 참고 자료 및 슬라이드 데크에 대한 링크입니다.

문서를 검토해 주셔서 감사합니다.

드림
케이시 웡",0,legitimate,low,0.98
"제목: 온보딩 체크리스트

워크숍에 참석해 주셔서 감사합니다. 다음은 참고자료와 슬라이드 데크에 대한 링크입니다.

타이밍이 맞는지 알려주세요.

드림
케이시 리",0,legitimate,low,0.97
"고객님, 법규준수팀입니다. 귀하의 계정에 보안 위반 사항이 있습니다. 양호한 상태를 유지하려면 오늘 공식적인 단계에 따라 계정을 검토하세요. 미응답시 이용이 제한될 수 있습니다.

키워드: 법무이사 위반행위 기관

올림
케이시 웡",1,authority_scam,high,0.82
"안녕하세요. 귀하의 계정에서 비정상적인 활동이 감지되었습니다. 액세스 권한을 확인하려면 정보를 확인하세요. 계정을 다시 활성화할 때까지 계정이 잠길 수 있습니다.

키워드: 악성코드 감지됨 잠김 해킹됨

지원 데스크,
샘 브라운",1,social_engineering,high,0.85
"경고합니다. 귀하의 프로필이 제한되었습니다. 보안 링크를 사용하여 비밀번호를 업데이트하고 액세스를 복원하세요. 계속하려면 2FA 코드를 입력하세요.

키워드: 백업 코드 보안 코드 액세스 코드

보안팀,
케이시 마르티네즈",1,credential_harvesting,high,0.95
"제목: 컨퍼런스 등록

워크숍에 참석해 주셔서 감사합니다. 다음은 참고 자료 및 슬라이드 데크에 대한 링크입니다.

이 초안에 대한 귀하의 의견에 감사드립니다.

드림
케이시 브라운",0,legitimate,low,0.96
"안녕하세요, 우리가 우연히 만났던 아동병원 자선 갈라에 대해 말씀하셨던 기억이 납니다. 나는 지금 발이 묶인 여행자입니다. 호텔에서 숙박 연장을 위해 결제 확인을 요청하고 있습니다. 긴급 대출을 도와주시면 곧 교체 카드를 제공할 수 있습니다. 신탁 구축은 저에게 중요합니다.

키워드: 긴급 대출, 호텔 요청, 교체 카드

IT 데스크,
라일리 김",1,social_engineering_advanced,high,0.91
"친애하는 고객님께 새로운 알림이 왔습니다. 업데이트를 보려면 여기를 클릭하십시오. 귀하의 편의를 위해 링크와 첨부 파일이 포함되어 있습니다. 자동 생성된 이 메시지에 답장하지 마세요.

키워드 : 읽은 후 삭제, 방문, 알림, 알림, 다운로드

보안팀,
알렉스 마르티네즈",1,generic_phishing,medium,0.73
"안녕하세요. 새로운 알림이 왔습니다. 업데이트를 보려면 여기를 클릭하십시오. 귀하의 편의를 위해 링크와 첨부 파일이 포함되어 있습니다. 자동 생성된 이 메시지에 답장하지 마세요.

키워드: 전달하지 않음, 지금 클릭, 공유, 친구에게 알리기

계정 서비스,
에이버리 가르시아",1,generic_phishing,medium,0.9
"제목: 주간 현황 보고서

분석에 도움을 주셔서 감사합니다. 명확성을 위해 변경 사항을 푸시하고 PR에 의견을 남겼습니다.

오늘 나중에 슬라이드를 공유하겠습니다.

드림
모건 김",0,legitimate,low,0.98
"제목: 네트워킹 이벤트 세부정보

다음주 수요일에 연구실을 예약했어요. 캘린더 초대에는 위치 및 장비 세부정보가 포함됩니다.

타이밍이 맞는지 알려주세요.

드림
에이버리 브라운",0,legitimate,low,0.97
"제목: 온보딩 체크리스트

분석에 도움을 주셔서 감사합니다. 명확성을 위해 변경 사항을 푸시하고 PR에 설명을 추가했습니다.

만나기 전에 자유롭게 메모를 추가하세요.

드림
케이시 칸",0,legitimate,low,0.95
"경고합니다. 귀하의 계정에 확인이 필요합니다. 액세스를 복원하려면 비밀번호를 재설정하고 사용자 이름, 2FA 인증 코드 및 복구 키를 입력하세요.

키워드: 비밀번호, 비밀번호 변경, 로그인, 계정 복구, 계정, 2단계

컴플라이언스팀,
조던 킴",1,credential_harvesting,high,0.84
"[안내] 수신인 귀하, 이것은 귀하의 계정에 관한 마지막 기회 알림입니다. 귀하의 액세스 권한이 곧 만료됩니다. 방해를 받지 않으려면 지금 행동하십시오. 이 제안은 시간에 민감하며 자정에 만료됩니다. 즉시 지침을 따르십시오.

키워드: 곧 종료 시간에 민감한 러시

보안팀,
조던 싱",1,urgency,medium,0.79
"[안내] 수신인 귀하, 귀하의 계정을 확인해야 합니다. 액세스를 복원하려면 비밀번호를 재설정하고 사용자 이름, 2FA 인증 코드 및 복구 키를 입력하세요.

키워드: 백업 코드, 보안 질문, 로그인

계정 서비스,
테일러 싱",1,credential_harvesting,high,0.88
"주목, 우리가 우연히 만났던 어린이 병원 자선 갈라에 대해 언급하셨던 것이 기억납니다. 나는 지금 발이 묶인 여행자입니다. 호텔에서 숙박 연장을 위해 결제 확인을 요청하고 있습니다. 긴급 대출을 도와주시면 곧 교체 카드를 제공할 수 있습니다. 신탁 구축은 저에게 중요합니다.

키워드: 발이 묶인 여행자, 신뢰 구축, 임시 대출

보안팀,
조던 칸",1,social_engineering_advanced,high,0.94
"제목: 분기별 로드맵

워크숍에 참석해 주셔서 감사합니다. 다음은 참고자료와 슬라이드 데크에 대한 링크입니다.

만나기 전에 자유롭게 메모를 추가하세요.

드림
라일리 웡",0,legitimate,low,0.97
"제목: 컨퍼런스 등록

제안서 초안을 첨부합니다. 고객을 위해 마무리할 수 있도록 금요일까지 피드백을 주시면 감사하겠습니다.

오늘 나중에 슬라이드를 공유하겠습니다.

드림
모건 싱",0,legitimate,low,0.99
"[안내] 수신인 귀하, 귀하의 계정은 확인이 필요합니다. 액세스를 복원하려면 비밀번호를 재설정하고 사용자 이름, 2FA 인증 코드 및 복구 키를 입력하세요.

키워드: 활성화 코드, 로그인, 계정 복구, 로그인, 비밀번호 변경, 사용자 이름

올림
샘 응우옌",1,credential_harvesting,high,0.82
"제목: 성과 피드백

워크숍에 참석해 주셔서 감사합니다. 다음은 참고 자료 및 슬라이드 데크에 대한 링크입니다.

문서를 검토해 주셔서 감사합니다.

드림
알렉스 파텔",0,legitimate,low,0.96
"제목: 예산 계획

수정된 문서를 예제와 함께 공유합니다. 새로운 엔드포인트는 섹션 2에 설명되어 있습니다.

만나기 전에 자유롭게 메모를 추가하세요.

드림
테일러 브라운",0,legitimate,low,1.0
"안내드립니다, 축하합니다! 귀하는 경품 당첨자로 선정되었습니다. 3 BTC 결제를 요청하려면 총액을 처리할 신용 카드를 제공하세요. 이 제안은 시간 제한이 있습니다.

키워드: $ 도와주세요

계정 서비스,
제이미 파텔",1,financial_scam,high,0.82
"사용자 여러분, IT 부서에서 귀하의 워크스테이션에서 맬웨어 감염을 감지했습니다. 바이러스 백신 검사를 실행하고 제공된 링크에서 보안 패치를 설치하여 문제를 해결하십시오.

키워드: 패치, 네트워크, 지원팀, 연결, 고객 서비스

감사합니다,
카메론 킴",1,tech_support,high,0.92
"안녕하세요. 새로운 알림이 왔습니다. 업데이트를 보려면 여기를 클릭하십시오. 귀하의 편의를 위해 링크와 첨부 파일이 포함되어 있습니다. 자동 생성된 이 메시지에 답장하지 마세요.

키워드: 경고, 첨부 파일, 전달

IT 데스크,
제이미 싱",1,generic_phishing,low,0.86
"친애하는 고객님, 우리가 우연히 만났던 어린이병원 자선 갈라 행사에 대해 말씀하셨던 기억이 납니다. 나는 지금 발이 묶인 여행자입니다. 호텔에서 숙박 연장을 위해 결제 확인을 요청하고 있습니다. 긴급 대출을 도와주시면 곧 교체 카드를 제공할 수 있습니다. 신탁 구축은 저에게 중요합니다.

키워드: 의료 컨퍼런스, 우리가 이야기한 것, 호텔 질문

IT 데스크,
샘 파텔",1,social_engineering_advanced,high,0.89
"제목: 문서 검토

내일 훈련 세션에 대해 간단히 알려드립니다. 자료는 공유드라이브에 있습니다.

이 초안에 대한 귀하의 의견에 감사드립니다.

드림
케이시 웡",0,legitimate,low,0.98
"제목: 주간 현황 보고서

제안서 초안을 첨부합니다. 고객을 위해 마무리할 수 있도록 금요일까지 피드백을 주시면 감사하겠습니다.

문서를 검토해 주셔서 감사합니다.

드림
조던 파텔",0,legitimate,low,0.97
"제목: 네트워킹 이벤트 세부정보

내일 훈련 세션에 대해 간단히 알려드립니다. 자료는 공유드라이브에 있습니다.

문서를 검토해 주셔서 감사합니다.

드림
테일러 가르시아",0,legitimate,low,0.98
"제목: 사무실 유지보수

안녕하세요. 목요일 오후 2시 회의실에서 회의를 확인합니다. 초안 슬라이드를 가져오세요.

이 초안에 대한 귀하의 의견에 감사드립니다.

드림
에이버리 마르티네즈",0,legitimate,low,0.97
"친애하는 고객님, 우리가 우연히 만났던 어린이병원 자선 갈라 행사에 대해 말씀하셨던 기억이 납니다. 나는 지금 발이 묶인 여행자입니다. 호텔에서 숙박 연장을 위해 결제 확인을 요청하고 있습니다. 긴급 대출을 도와주시면 곧 교체 카드를 제공할 수 있습니다. 신탁 구축은 저에게 중요합니다.

키워드: 어린이병원, 발이 묶인 여행자, 우리가 이야기한, 지불 확인, 이해할 수도 있습니다

올림
테일러 응우옌",1,social_engineering_advanced,high,0.92
"친애하는 고객님, 우리가 우연히 만났던 어린이병원 자선 갈라 행사에 대해 말씀하셨던 기억이 납니다. 나는 지금 발이 묶인 여행자입니다. 호텔에서 숙박 연장을 위해 결제 확인을 요청하고 있습니다. 긴급 대출을 도와주시면 곧 교체 카드를 제공할 수 있습니다. 신탁 구축은 저에게 중요합니다.

키워드 : 긴급대출, 갑작스러운 긴급상황, 개인적인 이야기, 임시대출, 언급한 기억이 나요

컴플라이언스팀,
테일러 웡",1,social_engineering_advanced,high,0.93
"안녕하세요. 새로운 알림이 왔습니다. 업데이트를 보려면 여기를 클릭하십시오. 귀하의 편의를 위해 링크와 첨부 파일이 포함되어 있습니다. 자동 생성된 이 메시지에 답장하지 마세요.

키워드 : 회신안함, 공지, 회신없음, 자동생성

감사합니다,
샘 웡",1,generic_phishing,low,0.89
"사용자 여러분, 마지막 경고입니다. 응답하지 않으면 귀하의 계정이 제한됩니다. 벌금을 피하려면 즉각적인 조치가 필요합니다. 귀하의 사건이 해결되지 않은 경우 법원에 회부됩니다.

키워드: 미세 기본 점유

컴플라이언스팀,
샘 싱",1,threats,high,0.91
"제목: 연구토론

제안서 초안을 첨부합니다. 고객을 위해 마무리할 수 있도록 금요일까지 피드백을 주시면 감사하겠습니다.

이 초안에 대한 귀하의 의견에 감사드립니다.

드림
조던 파텔",0,legitimate,low,0.99
"제목: 코드 검토 요약

제안서 초안을 첨부합니다. 고객을 위해 마무리할 수 있도록 금요일까지 피드백을 주시면 감사하겠습니다.

오늘 나중에 슬라이드를 공유하겠습니다.

드림
샘 웡",0,legitimate,low,1.0
"제목: 워크숍 요약

수정된 문서를 예제와 함께 공유합니다. 끝점은 섹션 2에 설명되어 있습니다.

만나기 전에 자유롭게 메모를 추가하세요.

드림
조던 마르티네즈",0,legitimate,low,0.98
"제목: 분기별 로드맵

제안서 초안을 첨부합니다. 고객을 위해 마무리할 수 있도록 금요일까지 피드백을 주시면 감사하겠습니다.

만나기 전에 자유롭게 메모를 추가하세요.

드림
에이버리 싱",0,legitimate,low,0.96
"제목: 회의 후속 조치

안녕하세요. 목요일 오후 2시 회의실에서 회의를 확인합니다. 검토를 위해 초안 슬라이드를 가져오십시오.

문서를 검토해 주셔서 감사합니다.

드림
라일리 브라운",0,legitimate,low,0.95
"제목: 성과 피드백

지난 회의의 의사록을 찾아보십시오. 편의를 위해 작업 항목은 메모 끝에 나열되어 있습니다.

오늘 나중에 슬라이드를 공유하겠습니다.

드림
알렉스 마르티네즈",0,legitimate,low,0.98
"[안내] 수신인 귀하, 컨퍼런스 후에 다시 모임에 대해 이야기했습니다. 출장 중에 예상치 못한 상황이 발생했습니다. 호텔에서 지갑을 도난당해 결제 인증에 실패했습니다. 임시 대출을 도와주실 수 있나요? 다음주에 다시 이전하겠습니다.

키워드: 여행, 외로운, 의학회의, 이라크, 계약, 체류 연장

컴플라이언스팀,
조던 파텔",1,romance_dating,high,0.76
"[안내] 수신인 귀하, 우리가 우연히 만났던 어린이 병원 자선 갈라에 대해 언급하셨던 것이 기억납니다. 나는 지금 발이 묶인 여행자입니다. 호텔에서 숙박 연장을 위해 결제 확인을 요청하고 있습니다. 긴급 대출을 도와주시면 곧 교체 카드를 제공할 수 있습니다. 신탁 구축은 저에게 중요합니다.

키워드: 이해하기, 체류 연장, 어린이 병원, 발이 묶인 여행자

지원 데스크,
모건 칸",1,social_engineering_advanced,high,0.84
"사용자님, 새로운 알림이 왔습니다. 업데이트를 보려면 여기를 클릭하십시오. 귀하의 편의를 위해 링크와 첨부 파일이 포함되어 있습니다. 자동 생성된 이 메시지에 답장하지 마세요.

키워드: 비공개, 설치, 공유하지 않음

감사합니다,
샘 칸",1,generic_phishing,low,0.87
"제목: 탑승을 환영합니다

수정된 문서를 예제와 함께 공유합니다. 새로운 엔드포인트는 섹션 2에 설명되어 있습니다.

타이밍이 맞는지 알려주세요.

드림
샘 응우옌",0,legitimate,low,0.99
"우리가 우연히 만났던 아동병원 자선 갈라 행사에 관해 당신이 언급한 것을 기억합니다. 나는 지금 발이 묶인 여행자입니다. 호텔에서 숙박 연장을 위해 결제 확인을 요청하고 있습니다. 긴급 대출을 도와주시면 곧 교체 카드를 제공할 수 있습니다. 신탁 구축은 저에게 중요합니다.

키워드: 의료 컨퍼런스, 교체 카드, 이해하기

보안팀,
제이미 파텔",1,social_engineering_advanced,high,0.82
"안녕하세요, 컨퍼런스 후에 다시 만나자고 이야기를 나눴습니다. 출장 중에 예상치 못한 상황이 발생했습니다. 호텔에서 지갑을 도난당해 결제 인증에 실패했습니다. 임시 대출을 도와주실 수 있나요? 다음주에 다시 이전하겠습니다.

키워드: 사고, 우리가 만났습니다, 석유 굴착 장치

보안팀,
케이시 브라운",1,romance_dating,medium,0.87
"제목: 팀 점심 계획

분석에 도움을 주셔서 감사합니다. 명확성을 위해 변경 사항을 푸시하고 PR에 의견을 남겼습니다.

타이밍이 맞는지 알려주세요.

드림
모건 브라운",0,legitimate,low,0.96
"제목: 회의 후속 조치

분석에 도움을 주셔서 감사합니다. 명확성을 위해 변경 사항을 푸시하고 PR에 의견을 남겼습니다.

만나기 전에 자유롭게 메모를 추가하세요.

드림
라일리 리",0,legitimate,low,0.96
"축하합니다! 귀하는 경품 당첨자로 선정되었습니다. €5,000의 선물을 받으려면 금액 처리를 위해 계좌 번호를 알려주십시오. 이 제안은 오늘만 가능합니다.

키워드: 잭팟 $ 환불

올림
모건 리",1,financial_scam,high,0.87
"사용자님, 새로운 알림이 왔습니다. 업데이트를 보려면 여기를 클릭하십시오. 귀하의 편의를 위해 링크와 첨부 파일이 포함되어 있습니다. 자동 생성된 이 메시지에 답장하지 마세요.

키워드: 무응답, 경고, 친구에게 알리기

계정 서비스,
케이시 리",1,generic_phishing,medium,0.65
"경고합니다. 귀하의 계정과 관련하여 긴급 공지입니다. 귀하의 액세스 권한이 곧 만료됩니다. 중단을 피하려면 지금 행동하고 지침을 즉시 따르십시오. 이 작업은 시간에 민감한 작업이므로 곧 종료됩니다.

키워드: 최대한 빨리, 지금, 제한된 시간

올림
제이미 브라운",1,urgency,high,0.87
"제목: 네트워킹 이벤트 세부정보

제안서 초안을 첨부합니다. 고객을 위해 마무리할 수 있도록 금요일까지 피드백을 주시면 감사하겠습니다.

이 초안에 대한 귀하의 의견에 감사드립니다.

드림
라일리 마르티네즈",0,legitimate,low,0.96
"제목: 연구실 예약 확인

수정된 문서를 예제와 함께 공유합니다. 끝점은 섹션 2에 설명되어 있습니다.

오늘 나중에 슬라이드를 공유하겠습니다.

드림
알렉스 마르티네즈",0,legitimate,low,0.95
"안녕하세요. 귀하의 계정과 관련하여 긴급 공지드립니다. 귀하의 액세스 권한이 곧 만료됩니다. 중단을 피하려면 지금 행동하고 지침을 즉시 따르십시오. 이 작업은 시간에 민감한 작업이므로 곧 종료됩니다.

키워드: 최대한 빨리, 기다리지 마세요, 마감일, 24시간, 마지막 기회

계정 서비스,
조던 싱",1,urgency,high,0.94
"안녕하세요. 새로운 알림이 왔습니다. 업데이트를 보려면 여기를 클릭하십시오. 귀하의 편의를 위해 링크와 첨부 파일이 포함되어 있습니다. 자동 생성된 이 메시지에 답장하지 마세요.

키워드: 확산, 공유, 자동 생성, 다운로드, 전달, 시스템 생성

IT 데스크,
샘 파텔",1,generic_phishing,medium,0.79
"제목: 팀 점심 계획

다음주 수요일에 연구실을 예약했어요. 캘린더 초대에는 위치 및 장비 세부정보가 포함됩니다.

오늘 나중에 슬라이드를 공유하겠습니다.

드림
테일러 싱",0,legitimate,low,0.99
"[안내] 수신인 귀하, 컨퍼런스 후에 다시 모임에 대해 이야기했습니다. 출장 중에 예상치 못한 상황이 발생했습니다. 호텔에서 지갑을 도난당해 결제 인증에 실패했습니다. 임시 대출을 도와주실 수 있나요? 다음주에 다시 이전하겠습니다.

키워드: 로맨스, 싱글, 도와주세요, 결혼

계정 서비스,
라일리 응우옌",1,romance_dating,medium,0.71
"[안내] 수신인 귀하, IT 부서에서 귀하의 워크스테이션에서 맬웨어 감염을 감지했습니다. 바이러스 백신 검사를 실행하고 제공된 링크에서 보안 패치를 설치하여 문제를 해결하십시오.

키워드: 보안 소프트웨어, 업데이트, 고객 서비스, 바이러스 백신

보안팀,
제이미 싱",1,tech_support,high,0.93
"안녕하세요. 귀하의 계정에 확인이 필요합니다. 액세스를 복원하려면 비밀번호를 재설정하고 사용자 이름, 2FA 인증 코드 및 복구 키를 입력하세요.

키워드: 비밀번호, 핀번호, 인증번호, 개인정보, 로그인

컴플라이언스팀,
알렉스 파텔",1,credential_harvesting,high,0.86
"제목: 성과 피드백

다음주 수요일에 연구실을 예약했어요. 캘린더 초대에는 위치 및 장비 세부정보가 포함됩니다.

만나기 전에 자유롭게 메모를 추가하세요.

드림
제이미 칸",0,legitimate,low,0.96
"[안내] 수신인 귀하, IT 부서에서 귀하의 워크스테이션에서 맬웨어 감염을 감지했습니다. 바이러스 백신 검사를 실행하고 제공된 링크에서 보안 패치를 설치하여 문제를 해결하십시오.

키워드: 문제, 지원 팀, 바이러스, 보안 소프트웨어

감사합니다,
테일러 파텔",1,tech_support,high,0.93
"경고합니다. 이는 귀하의 계정에 관한 24시간 알림입니다. 귀하의 액세스 권한은 오늘 만료됩니다. 방해를 받지 않으려면 지금 행동하십시오. 이 제안은 시간에 민감하며 곧 종료됩니다. 지금 지침을 따르십시오.

키워드: 곧 만료됨 즉시 만료 제한적 제안 오늘만 제공

올림
모건 김",1,urgency,high,0.81
"주의, 마지막 경고입니다. 응답하지 않으면 귀하의 계정이 해지됩니다. 법적 조치를 피하기 위해서는 즉각적인 조치가 필요합니다. 귀하의 사건이 해결되지 않은 경우 판사에게 회부됩니다.

키워드: 감옥 블록

IT 데스크,
모건 리",1,threats,high,0.91
"제목: 사무실 유지보수

안녕하세요 팀, 오늘 동기화의 최신 노트를 공유합니다. 다음 단계는 문서에 첨부되어 있습니다. 당신의 생각을 알려주십시오.

타이밍이 맞는지 알려주세요.

드림
조던 마르티네즈",0,legitimate,low,0.99
"주의, 마지막 경고입니다. 응답하지 않으면 귀하의 계정이 제한됩니다. 법적 조치를 피하기 위해서는 즉각적인 조치가 필요합니다. 귀하의 사건이 해결되지 않은 경우 판사에게 회부됩니다.

키워드: 소송 감옥 블록

위험 운영,
모건 칸",1,threats,high,0.96
"안내드립니다, 우리는 회의 후에 다시 만나는 것에 대해 이야기했습니다. 출장 중에 예상치 못한 상황이 발생했습니다. 호텔에서 지갑을 도난당해 결제 인증에 실패했습니다. 임시 대출을 도와주실 수 있나요? 다음주에 다시 이전하겠습니다.

키워드: 호텔, 의학회의, 도와주세요

보안팀,
제이미 웡",1,romance_dating,medium,0.84
"안녕하세요, 컨퍼런스 후에 다시 만나자고 이야기를 나눴습니다. 출장 중에 예상치 못한 상황이 발생했습니다. 호텔에서 지갑을 도난당해 결제 인증에 실패했습니다. 임시 대출을 도와주실 수 있나요? 다음주에 다시 이전하겠습니다.

키워드 : 돌발상황, 국제이슈, 석유시추, 시리아, 군인, 출장

보안팀,
카메론 브라운",1,romance_dating,medium,0.85
"제목: 송장 확인

안녕하세요. 목요일 오후 2시 회의실에서 회의를 확인합니다. 검토를 위해 초안 슬라이드를 가져오십시오.

문서를 검토해 주셔서 감사합니다.

드림
라일리 싱",0,legitimate,low,1.0
"🚨 [보안 공지] 귀하의 계정에 관한 긴급 공지입니다. 귀하의 액세스 권한이 곧 만료됩니다. 중단을 피하려면 지금 행동하고 지침을 즉시 따르십시오. 이 작업은 시간에 민감한 작업이므로 곧 종료됩니다.

키워드: 지금, 오늘 만료, 즉시, 신속, 자정 만료, 곧 만료

감사합니다,
조던 리",1,urgency,medium,0.83
"경고합니다. 귀하의 계정에 확인이 필요합니다. 액세스를 복원하려면 비밀번호를 재설정하고 사용자 이름, 2FA 인증 코드 및 복구 키를 입력하세요.

키워드: 비밀번호, 활성화 코드, 재설정, 2FA, 로그인, 로그인

감사합니다,
테일러 김",1,credential_harvesting,high,0.8
"제목: 연구토론

좋은 아침입니다. 업데이트된 다음 주 일정이 아래에 포함되어 있습니다. 작업을 확인하고 의견을 추가하세요.

타이밍이 맞는지 알려주세요.

드림
알렉스 칸",0,legitimate,low,0.98
"제목: 분기별 로드맵

수정된 문서를 예제와 함께 공유합니다. 새로운 엔드포인트는 섹션 2에 설명되어 있습니다.

오늘 나중에 슬라이드를 공유하겠습니다.

드림
테일러 김",0,legitimate,low,0.98
"계좌주님, 국세청 보안팀입니다. 귀하의 계정에 보안 위반 사항이 있습니다. 양호한 상태를 유지하려면 오늘 공식적인 단계에 따라 계정을 검토하세요. 응답하지 않으면 보류될 수 있습니다.

키워드: 마이크로소프트 애플 인재 확보 보안

컴플라이언스팀,
제이미 칸",1,authority_scam,high,0.79
"고객님, 관세법 준수팀입니다. 귀하의 계정에 보안 문제가 있습니다. 양호한 상태를 유지하려면 오늘 공식적인 단계에 따라 계정을 검토하세요. 응답하지 않으면 계정이 정지될 수 있습니다.

키워드: 법률 메디케이드 계정 관리 이민

계정 서비스,
라일리 마르티네즈",1,authority_scam,high,0.84
"[안내] 수신인 귀하, 귀하의 계정과 관련하여 긴급 공지를 드립니다. 귀하의 액세스 권한이 곧 만료됩니다. 중단을 피하려면 지금 행동하고 지침을 즉시 따르십시오. 이 작업은 시간에 민감한 작업이므로 곧 종료됩니다.

키워드: 오늘만, 한정된 시간, 24시간, 시간에 민감함

지원 데스크,
제이미 가르시아",1,urgency,high,0.76
"제목: 코드 검토 요약

안녕하세요. 목요일 오후 2시 회의실에서 회의를 확인합니다. 초안 슬라이드를 가져오세요.

이 초안에 대한 귀하의 의견에 감사드립니다.

드림
케이시 파텔",0,legitimate,low,0.99
"안녕하세요. 귀하의 계정에서 보안 경고가 감지되었습니다. 액세스를 복원하려면 정보를 업데이트하세요. 계정을 다시 활성화할 때까지 계정이 잠길 수 있습니다.

키워드: 데이터 유출 재활성화

감사합니다,
케이시 김",1,social_engineering,high,0.82
"안녕하세요. 귀하의 계정에서 비정상적인 활동이 감지되었습니다. 액세스를 인증하려면 정보를 업데이트하세요. 계정을 다시 활성화할 때까지 계정이 잠길 수 있습니다.

키워드: 보안 동결 검증 의심스러운 활동 차단

보안팀,
제이미 브라운",1,social_engineering,high,0.91
"[안내] 수신인 귀하, 마지막 경고입니다. 응답하지 않으면 귀하의 계정이 압류됩니다. 처벌을 피하기 위해서는 즉각적인 조치가 필요합니다. 귀하의 사건이 해결되지 않은 경우 법원에 회부됩니다.

키워드: 벌금 소송 제한

보안팀,
카메론 파텔",1,threats,high,0.85
